Index,name,id,age
1,WORLD,900,23.1
2,More developed regions,901,28.9
3,Less developed regions,902,20.6
4,Least developed countries,941,19
5,Less developed regions; excluding least developed countries,934,20.8
6,Less developed regions; excluding China,948,20
7,Sub-Saharan Africa,947,18.9
8,AFRICA,903,19
9,Eastern Africa,910,18.2
10,Burundi,108,18.9
11,Comoros,174,20.5
12,Djibouti,262,17.5
13,Eritrea,232,17.2
14,Ethiopia,231,18
15,Kenya,404,18.9
16,Madagascar,450,20.2
17,Malawi,454,17.1
18,Mauritius,480,16.9
19,Mayotte,175,22.7
20,Mozambique,508,19
21,Réunion,638,18.8
22,Rwanda,646,17.5
23,Seychelles,690,24
24,Somalia,706,19.2
25,South Sudan,728,18.6
26,Uganda,800,17.7
27,United Republic of Tanzania,834,17
28,Zambia,894,17.5
29,Zimbabwe,716,18.2
30,Middle Africa,911,19.2
31,Angola,24,18.9
32,Cameroon,120,20.2
33,Central African Republic,140,22.1
34,Chad,148,20.7
35,Congo,178,19.8
36,Democratic Republic of the Congo,180,18.1
37,Equatorial Guinea,226,23.1
38,Gabon,266,27.6
39,Sao Tome and Principe,678,24.5
40,Northern Africa,912,19.4
41,Algeria,12,18.4
42,Egypt,818,20.5
43,Libya,434,19.9
44,Morocco,504,19.2
45,Sudan,729,17.8
46,Tunisia,788,19.2
47,Western Sahara,732,20.1
48,Southern Africa,913,20.2
49,Botswana,72,18.6
50,Lesotho,426,19.1
51,Namibia,516,20.2
52,South Africa,710,20.3
53,Swaziland,748,17.9
54,Western Africa,914,19.1
55,Benin,204,22.3
56,Burkina Faso,854,19.4
57,Cape Verde,132,21.9
58,Côte d'Ivoire,384,19
59,Gambia,270,20.1
60,Ghana,288,17.6
61,Guinea,324,20.8
62,Guinea-Bissau,624,19
63,Liberia,430,19
64,Mali,466,20.5
65,Mauritania,478,18
66,Niger,562,15.8
67,Nigeria,566,19.1
68,Senegal,686,18.8
69,Sierra Leone,694,20.8
70,Togo,768,18.9
71,ASIA,935,21.2
72,Eastern Asia,906,22.1
73,China,156,22
74,China; Hong Kong SAR,344,24
75,China; Macao SAR,446,27
76,Dem. People's Republic of Korea,408,19.1
77,Japan,392,23.6
78,Mongolia,496,24.3
79,Republic of Korea,410,19.3
80,Other non-specified areas,158,18.8
81,South-Central Asia,921,20.6
82,Central Asia,5500,23.7
83,Kazakhstan,398,23.3
84,Kyrgyzstan,417,25.4
85,Tajikistan,762,22.7
86,Turkmenistan,795,23.2
87,Uzbekistan,860,23.9
88,Southern Asia,5501,20.5
89,Afghanistan,4,18.3
90,Bangladesh,50,19
91,Bhutan,64,19
92,India,356,20.8
