Index,name,id,age
1,WORLD,900,22.6
2,More developed regions,901,31.9
3,Less developed regions,902,20
4,Least developed countries,941,17.6
5,Less developed regions; excluding least developed countries,934,20.3
6,Less developed regions; excluding China,948,19.2
7,Sub-Saharan Africa,947,17.4
8,AFRICA,903,17.6
9,Eastern Africa,910,16.8
10,Burundi,108,17.6
11,Comoros,174,17.3
12,Djibouti,262,16.5
13,Eritrea,232,16.8
14,Ethiopia,231,17.6
15,Kenya,404,15
16,Madagascar,450,16.8
17,Malawi,454,16.4
18,Mauritius,480,21.5
19,Mayotte,175,15.4
20,Mozambique,508,18
21,Réunion,638,19.8
22,Rwanda,646,16
23,Seychelles,690,20
24,Somalia,706,18.1
25,South Sudan,728,17.7
26,Uganda,800,16.2
27,United Republic of Tanzania,834,16.7
28,Zambia,894,16.3
29,Zimbabwe,716,15.5
30,Middle Africa,911,17.6
31,Angola,24,16.7
32,Cameroon,120,17.7
33,Central African Republic,140,18.9
34,Chad,148,17.5
35,Congo,178,17.6
36,Democratic Republic of the Congo,180,17.7
37,Equatorial Guinea,226,17.3
38,Gabon,266,21.6
39,Sao Tome and Principe,678,16.3
40,Northern Africa,912,18.1
41,Algeria,12,16.7
42,Egypt,818,19.5
43,Libya,434,16.9
44,Morocco,504,17.5
45,Sudan,729,16.5
46,Tunisia,788,18.4
47,Western Sahara,732,21.2
48,Southern Africa,913,18.8
49,Botswana,72,16.6
50,Lesotho,426,17.6
51,Namibia,516,16.7
52,South Africa,710,19.1
53,Swaziland,748,15.6
54,Western Africa,914,17.7
55,Benin,204,17.5
56,Burkina Faso,854,17.1
57,Cape Verde,132,16.4
58,Côte d'Ivoire,384,17.5
59,Gambia,270,17.8
60,Ghana,288,17
61,Guinea,324,19.1
62,Guinea-Bissau,624,18.8
63,Liberia,430,17.5
64,Mali,466,18.2
65,Mauritania,478,17.2
66,Niger,562,16.3
67,Nigeria,566,18
68,Senegal,686,16.6
69,Sierra Leone,694,18.3
70,Togo,768,16.8
71,ASIA,935,21
72,Eastern Asia,906,23
73,China,156,22.1
74,China; Hong Kong SAR,344,25.1
75,China; Macao SAR,446,25.5
76,Dem. People's Republic of Korea,408,21.9
77,Japan,392,32.6
78,Mongolia,496,17.8
79,Republic of Korea,410,22.2
80,Other non-specified areas,158,22.7
81,South-Central Asia,921,19.7
82,Central Asia,5500,20.4
83,Kazakhstan,398,23.5
84,Kyrgyzstan,417,20.8
85,Tajikistan,762,18
86,Turkmenistan,795,18.7
87,Uzbekistan,860,18.7
88,Southern Asia,5501,19.6
89,Afghanistan,4,16.6
90,Bangladesh,50,17.6
91,Bhutan,64,18.9
92,India,356,20.2
93,Iran (Islamic Republic of),364,18
94,Maldives,462,17.3
95,Nepal,524,19.2
96,Pakistan,586,18.3
97,Sri Lanka,144,21.7
98,South-Eastern Asia,920,19.1
99,Brunei Darussalam,96,20.4
100,Cambodia,116,19.2
101,Indonesia,360,19.1
102,Lao People's Democratic Republic,418,17.7
103,Malaysia,458,19.6
104,Myanmar,104,19.2
105,Philippines,608,18.1
106,Singapore,702,24.5
107,Thailand,764,19.7
108,Timor-Leste,626,19.2
109,Viet Nam,704,19
110,Western Asia,922,19.3
111,Armenia,51,23.5
112,Azerbaijan,31,21.1
113,Bahrain,48,22.3
114,Cyprus,196,28.3
115,Georgia,268,29.1
116,Iraq,368,16.6
117,Israel,376,25
118,Jordan,400,15.5
119,Kuwait,414,20.8
120,Lebanon,422,19.9
121,Oman,512,17.6
122,Qatar,634,23.3
123,Saudi Arabia,682,18
124,State of Palestine,275,15.1
125,Syrian Arab Republic,760,15.6
126,Turkey,792,19.8
127,United Arab Emirates,784,26
128,Yemen,887,15.5
129,EUROPE,908,32.7
130,Eastern Europe,923,31.5
131,Belarus,112,31.3
132,Bulgaria,100,34.2
133,Czech Republic,203,33
134,Hungary,348,34.4
135,Poland,616,29.5
136,Republic of Moldova,498,27.7
137,Romania,642,30.7
138,Russian Federation,643,31.3
139,Slovakia,703,28.8
140,Ukraine,804,33.5
141,Northern Europe,924,34
142,Channel Islands,830,34.9
143,Denmark,208,34.3
144,Estonia,233,33.9
145,Finland,246,32.8
146,Iceland,352,26.9
147,Ireland,372,26.6
148,Latvia,428,35
149,Lithuania,440,31.9
150,Norway,578,33.3
151,Sweden,752,36.3
152,United Kingdom,826,34.4
153,Southern Europe,925,31.9
154,Albania,8,20.5
155,Bosnia and Herzegovina,70,25.8
156,Croatia,191,32.8
157,Greece,300,34.2
158,Italy,380,34.2
159,Malta,470,28.3
